word	en_google_translation	predicted_concreteness	predicted_visual	predicted_haptic	predicted_gustatory	predicted_olfactory	predicted_auditory	predicted_hand	predicted_leg	predicted_head	predicted_mouth	predicted_torso	predicted_valence	predicted_arousal	predicted_dominance	en_concreteness	en_visual	en_haptic	en_gustatory	en_olfactory	en_auditory	en_hand	en_leg	en_head	en_mouth	en_torso	en_valence	en_arousal	en_dominance	
Gleichberechtigung	equal rights	-1.785	-1.033	-0.412	-0.737	-1.045	0.45	-0.019	1.113	-0.523	0.805	2.067	1.1577350601797907	0.5004837224654062	1.3817166788337882	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Mittelalter	middle ages	-1.686	-1.951	-0.991	0.381	0.23	-0.719	-1.443	-0.934	-0.586	-0.488	-0.117	-0.36615518742340336	-0.8586213145402939	-0.7043722410444121	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Juwel	jewel	0.35	0.519	-0.004	0.574	0.995	-0.919	-1.315	-1.312	0.949	-0.93	-0.843	2.9893932994987558	0.7953812111356829	2.192915819745002	4.96	4.368421053	2.894736842	0.052631579	0.052631579	0.526315789	2.25	0.1	2.7	0.25	0.3	6.68	3.83	5.1	
Kabine	cabin	1.71	1.48	1.497	-0.834	-0.024	0.362	-0.178	0.955	-0.006	-0.694	1.589	0.5582420248543806	-1.7301892487569814	0.20199420006911334	4.92	4.210526316	1.684210526	0.052631579	0.947368421	0.736842105	2.5	2.6	3.05	1.25	2.15	5.9	3.74	6.3	
Hörer	listener	0.308	-2.133	-1.018	0.241	-0.362	4.259	-1.348	-1.093	2.585	2.35	-1.306	1.0269023474259718	0.1229246878541532	0.8237768741183847	3.46	2.157894737	0.473684211	0.157894737	0.0	3.210526316	0.315789474	0.210526316	4.421052632	0.631578947	0.368421053	6.1	3.83	5.67	
Groschen	dimes	0.786	-0.012	0.444	0.202	-0.855	0.025	0.698	-1.231	-1.586	-0.304	-1.77	-0.05880389483947053	-0.1390080699144284	0.20198069163749593	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Begierde	desire	-0.412	-0.004	0.652	0.21	0.782	-1.34	0.56	0.783	1.115	0.095	1.444	-0.25502653374081025	2.65760486745915	-0.6242725412377421	1.7	2.444444444	2.5	1.444444444	1.444444444	1.666666667	0.909090909	0.318181818	3.772727273	1.318181818	1.863636364	7.05	6.2	6.07	
Mantel	coat	3.034	1.993	2.696	-1.105	-1.634	-1.739	0.284	-0.503	-1.92	-1.769	0.218	0.5060029030685477	-1.4291938016710446	0.18670670071292106	4.97	3.861111111	4.0	0.0	0.666666667	0.361111111	2.857142857	0.333333333	0.476190476	0.095238095	2.904761905	5.29	3.1	6.68	
Literatur	literature	-0.496	-0.777	-0.776	-0.185	-0.58	0.565	-0.549	-0.82	0.497	0.459	-1.086	0.5208736102845102	-0.5462781381415973	0.411592091857739	4.1	4.176470588	1.352941176	0.0	0.176470588	2.705882353	1.368421053	0.157894737	4.210526316	1.473684211	0.157894737	6.43	3.7	6.06	
Ermittler	investigator	0.809	1.252	-1.081	-0.604	0.318	0.831	-0.499	-0.763	1.315	-0.828	-1.561	-1.3954125887720294	0.030844303733353118	-1.332842182185286	4.37	3.210526316	0.947368421	0.105263158	0.526315789	2.210526316	1.45	0.8	3.2	1.8	0.45	4.95	4.35	4.79	
Aufdeckung	uncovering	-0.872	0.475	-0.545	0.27	-0.309	-0.291	-0.116	-0.844	0.483	-0.327	-1.239	-1.383921772335223	2.06082832936771	-1.008608860790443	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Probe	sample	0.365	0.266	0.134	0.845	0.979	-0.634	-0.555	-0.396	-0.651	-0.576	-1.241	0.2285678817706769	-0.9025953063290006	0.44040836346294904	3.79	3.25	1.875	2.6875	1.8125	2.0	3.083333333	0.833333333	3.833333333	2.666666667	0.833333333	5.76	2.87	5.71	
Biochemie	biochemistry	-1.016	-1.699	-0.758	1.284	0.756	-1.297	-0.302	-0.436	0.119	0.383	0.143	-0.012134354370922881	-0.1087491732294756	-0.28263963751913546	3.4	3.842105263	0.684210526	0.368421053	0.368421053	1.105263158	1.166666667	0.666666667	2.5	0.888888889	0.888888889	5.48	3.67	5.14	
Physik	physics	-0.282	0.033	0.278	0.353	0.286	0.656	-0.383	-0.173	0.992	-0.287	-0.221	0.402217174325391	0.7155781538351942	-0.3997462044279011	3.07	3.166666667	0.944444444	0.277777778	0.555555556	1.388888889	1.684210526	1.052631579	2.526315789	1.052631579	1.105263158	5.53	4.27	5.16	
Hauptfach	major subject	0.293	-1.032	-0.175	-0.013	-0.309	1.057	0.05	-0.857	0.647	0.651	-0.652	0.850998955146068	-0.8202179251275096	1.2313252297545134	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Sonnenschein	sunshine	0.967	0.978	0.075	0.207	0.515	-0.837	-0.135	0.294	1.705	0.008	0.696	2.7101876455239724	0.058260003449814315	1.7435908985274067	4.21	4.470588235	1.647058824	0.0	0.0	0.176470588	1.8	1.45	3.1	0.85	1.8	8.14	5.32	5.43	
Tanker	tanker	1.027	0.218	-0.823	0.288	1.097	0.131	-1.216	-0.271	-1.066	-0.29	-0.414	-0.5665964695404895	-0.1661479880173406	-0.5891077742295311	4.68	3.8	1.2	0.2	0.733333333	1.6	1.0	0.818181818	0.727272727	0.363636364	0.545454545	4.74	4.0	5.33	
Sohle	sole	1.185	0.823	2.779	-1.468	-1.033	-1.526	2.133	2.222	-2.492	-1.695	1.156	-0.04495014574137355	-0.5274625991456218	0.7873098303104966	4.11	3.0625	1.9375	0.125	0.125	0.5	1.2	3.25	1.45	0.9	0.2	4.9	3.78	5.27	
Pickel	pimple	1.762	1.279	2.99	0.367	-0.474	-0.969	2.325	0.148	-1.833	-0.437	0.409	-0.24132656631394345	1.2819999847023218	-0.05428333015021781	4.77	4.411764706	3.882352941	0.0	0.0	0.176470588	2.0	1.105263158	3.789473684	1.421052632	1.368421053	2.11	3.9	4.09	
Verschlüsselung	encryption	-0.678	-0.97	-0.037	-0.374	-0.683	0.333	0.591	-1.137	0.202	0.229	-1.306	0.0729293628635989	0.5142416538284565	0.39958578254651816	3.29	2.6	0.1	0.0	0.0	0.35	1.473684211	0.052631579	2.578947368	0.368421053	0.210526316	5.14	4.0	5.32	
Oberhand	upper hand	-1.727	-1.667	-0.64	-0.446	-1.382	-0.324	-0.273	-0.351	-0.475	0.386	-0.203	-0.7836546996476477	0.8571102420877135	-0.08856481379155853	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Nachsicht	indulgence	-2.237	-1.391	-0.884	-0.752	-1.785	0.447	0.483	0.467	0.896	0.907	-0.004	-0.4313433344314299	0.8591323585556729	0.28304043650400357	1.81	2.111111111	0.722222222	2.388888889	0.833333333	1.0	1.19047619	0.380952381	2.619047619	3.095238095	0.80952381	5.74	5.29	4.91	
Tabelle	table	-0.161	1.051	-0.501	-0.173	-0.226	-0.568	-0.226	-1.056	0.734	-0.258	-1.054	-0.34328192066176877	-0.6949149701373776	0.2020930476576134	4.9	4.736842105	3.263157895	0.052631579	0.157894737	0.684210526	2.45	1.65	1.75	0.55	1.35	5.49	3.0	5.84	
Diät	diet	-0.04	-1.466	0.069	3.647	1.748	-2.583	0.36	0.799	-1.305	2.321	2.862	1.144467734876295	-0.1081500451551456	1.3328066325707622	3.21	2.238095238	0.761904762	1.904761905	1.095238095	0.761904762	1.65	0.8	2.9	3.3	2.35	4.42	3.83	5.29	
Marktplatz	marketplace	1.686	1.767	-0.569	-0.082	1.202	0.52	-0.438	1.002	0.137	-0.149	0.029	0.49238659237049937	0.3569123850769903	0.6762038911148982	4.28	4.35	2.45	1.5	2.1	3.05	3.05	2.9	3.05	1.6	1.2	6.25	4.32	5.81	
Begräbnis	funeral	0.964	0.525	-0.172	-0.223	0.524	0.147	0.328	0.181	0.378	0.163	1.272	-1.3247345068194911	-0.295802093857453	-0.9588321339940575	3.83	3.75	0.5625	0.0	0.4375	2.5625	1.736842105	1.473684211	2.421052632	1.473684211	1.157894737	2.07	4.1	3.06	
Bewerber	applicant	-0.151	-0.233	-1.773	-0.234	-0.458	1.405	-1.076	-0.274	0.493	0.773	-0.825	0.44033460214066017	-0.6618494349163196	0.9377011535529175	4.0	3.833333333	0.5	0.222222222	0.111111111	2.0	1.45	0.9	2.45	2.35	0.65	4.91	3.96	5.08	
Phänomen	phenomenon	-0.308	-0.165	-0.354	-0.735	-0.612	0.232	-1.656	0.045	1.917	-0.919	-0.584	-0.22889683069727224	0.9875362877364611	-1.2868061364342813	2.26	3.388888889	0.833333333	0.5	0.611111111	2.666666667	0.35	0.25	2.7	0.6	0.3	6.79	5.0	5.05	
Show	show	0.212	2.243	-0.587	-0.47	-0.205	1.928	0.199	1.063	0.783	0.624	0.809	0.8533492415492026	0.8166837960357738	0.6202403325671922	3.97	4.466666667	1.0	0.066666667	0.333333333	3.133333333	1.857142857	1.0	2.142857143	1.380952381	0.857142857	5.91	4.1	5.83	
Verlobung	engagement	-0.698	0.49	0.175	0.58	0.194	-0.24	-0.205	-0.781	0.082	0.781	-0.354	0.47081799337666097	0.5943228981304972	-0.35738230026541706	2.75	3.545454545	1.454545455	0.363636364	0.318181818	2.727272727	2.85	1.4	2.75	2.65	1.85	6.65	5.19	6.29	
Ehefrau	wife	0.571	1.069	0.231	-0.244	0.334	0.929	0.166	-0.592	0.543	0.641	-0.101	0.2691485036820786	-0.6339285030533509	0.042553439112916716	4.13	3.529411765	2.235294118	0.705882353	1.117647059	3.058823529	2.523809524	1.666666667	2.904761905	2.761904762	1.857142857	6.7	4.21	5.5	
Verlangen	demand	-1.586	-1.886	0.4	-0.464	-0.786	0.275	1.164	1.67	-0.269	1.02	1.758	0.7742157791482595	1.1073341920411708	0.8737298016433188	2.2	1.736842105	0.210526316	0.0	0.0	3.0	1.210526316	0.368421053	2.315789474	2.842105263	0.315789474	4.1	5.85	5.14	
Nikotin	nicotine	1.274	-1.625	0.848	3.397	3.661	-1.659	0.11	0.173	-0.222	1.774	1.524	-0.8728873818380224	1.3251907098472042	-0.980498461536074	4.1	2.529411765	0.941176471	2.588235294	2.176470588	0.470588235	1.35	0.1	2.7	3.9	1.55	3.05	4.04	3.58	
Mist	damn	0.429	-0.068	0.172	0.257	1.143	0.188	-0.452	0.089	-1.194	-0.784	-0.711	-1.2520244680951516	-0.6853403257204624	-0.7193009713077956	2.0	0.388888889	0.0	0.0	0.0	3.222222222	1.0	0.619047619	2.80952381	3.095238095	0.666666667	4.32	5.1	4.39	
Aids	aids	0.234	-0.324	0.191	-0.055	0.251	-0.325	-0.167	0.353	-0.395	0.726	1.774	-1.100585475396464	1.3311275485869138	-1.4433799722893899	3.44	1.5	0.15	0.0	0.1	0.9	1.210526316	0.947368421	1.894736842	1.263157895	1.210526316	3.52	3.75	4.88	
Minimum	minimum	-0.279	0.201	0.419	-0.136	-0.075	-1.749	0.696	0.06	-0.662	-1.212	0.097	0.24633949514636536	-1.1877388748022866	0.4362781895291848	2.25	1.777777778	0.444444444	0.111111111	0.111111111	1.333333333	0.65	0.3	1.9	0.7	0.35	4.8	3.27	5.22	
Übersicht	overview	0.116	0.969	-0.266	-0.38	-0.422	0.096	-0.091	-0.46	0.701	-0.3	-1.062	0.7108077078321253	-0.5542761956585895	0.9330618386018514	3.28	4.052631579	0.105263158	0.0	0.0	2.210526316	0.3	0.15	2.6	0.9	0.2	4.85	3.18	5.38	
Vertrauen	trust	-1.177	-1.982	-0.163	-0.669	-0.899	0.757	-0.493	-0.307	2.207	1.223	-0.437	1.8059387423497038	0.18435461935014114	2.1267901075220896	2.04	2.0	0.058823529	0.0	0.0	1.764705882	0.45	0.2	2.15	0.8	0.2	7.24	4.3	6.95	
Verleger	publisher	1.12	0.145	-0.646	-0.868	-1.449	0.823	0.331	-1.449	-0.451	-0.485	-2.116	0.08419049686209525	-1.110618729448675	-0.12661086951456285	4.24	2.4375	0.3125	0.0625	0.0	1.0625	0.904761905	0.0	1.761904762	0.857142857	0.19047619	5.05	3.39	5.54	
Medikament	drug	0.759	-1.996	0.214	1.458	1.446	-1.94	-0.407	-0.69	-0.031	0.602	1.201	-0.94820468755669	-0.08775246305606012	-0.8220308376562404	4.48	2.466666667	1.0	2.6	1.266666667	0.333333333	1.85	0.7	3.45	3.65	0.95	4.11	4.48	3.67	
Verpflichtung	obligation	-1.439	-1.221	-1.191	-0.339	-0.181	0.088	-0.656	-0.053	-0.89	0.508	-0.202	0.49015450344271627	-0.177107608007945	0.6636306689791533	2.04	2.1875	0.3125	0.0	0.0	2.125	1.05	1.0	3.4	2.65	0.7	4.68	5.76	5.39	
Alltag	everyday	-0.463	0.777	0.43	0.183	0.066	0.31	0.611	1.542	2.334	0.691	1.136	0.9485106749379741	-1.174753194541477	1.1090518571816457	2.43	2.833333333	1.333333333	1.111111111	1.444444444	2.222222222	2.05	2.05	2.9	2.2	1.85	5.47	3.14	5.96	
Kanzlei	chancellery	0.057	-0.326	-0.827	-0.21	-0.365	-0.132	-0.691	-0.8	-0.777	-0.036	-0.968	-0.263858827667392	-2.324238926280995	0.1880953198808208	3.04	na	na	na	na	na	na	na	na	na	na	na	na	na	
Buchung	ticketing	-0.739	0.123	-0.463	0.042	-0.013	-0.791	0.635	0.712	0.228	-0.39	-0.103	0.9961143210321289	-0.8902857147008755	0.8774650086138134	3.2	3.3	0.8	0.0	0.0	1.05	2.181818182	0.454545455	1.863636364	0.818181818	0.409090909	na	na	na	
Dose	can	1.885	0.059	2.339	2.503	2.275	-0.84	1.06	-2.81	-1.46	1.151	-0.949	0.3989635699404239	-1.4268478107534894	0.6068484373213794	4.55	3.666666667	2.714285714	0.380952381	0.142857143	1.952380952	2.473684211	1.157894737	2.105263158	1.947368421	0.947368421	6.41	3.14	6.44	
Bordell	brothel	1.475	1.535	-0.639	0.63	2.037	-0.251	-0.794	0.315	0.684	0.115	0.846	-0.39063533744883006	1.0073597688178741	-0.8163280334245202	4.23	3.666666667	2.444444444	0.833333333	1.5	2.333333333	2.277777778	1.666666667	2.388888889	1.888888889	1.888888889	4.63	5.4	4.88	
Examen	exam	-0.662	-0.834	-0.731	-0.218	-0.145	0.578	0.014	-0.641	0.081	0.264	-0.447	-0.3683748767344894	-0.6055194106448429	0.44084431042670646	4.48	4.235294118	1.588235294	0.0	0.058823529	1.176470588	2.454545455	0.318181818	2.818181818	0.818181818	0.409090909	4.33	5.17	4.19	
Werft	shipyard	0.368	0.617	0.26	-1.241	-0.505	-0.351	0.474	0.294	-0.669	-1.628	-0.183	-0.35574105703967035	-1.2434940204399374	0.4322078041145163	4.79	4.0	1.2	0.0	1.133333333	1.4	1.666666667	1.777777778	2.333333333	0.444444444	1.055555556	5.05	3.52	4.65	
Halt	stop	-1.653	-1.397	0.767	0.393	-0.173	-0.25	0.67	1.837	-0.116	0.438	0.844	0.15303319143902497	0.3096896805801455	0.4965420284492269	3.68	3.5625	0.875	0.0	0.0	2.1875	2.619047619	2.80952381	2.761904762	2.523809524	2.0	4.73	4.14	5.06	
Riegel	bars	1.186	-0.12	2.011	2.512	0.314	-1.295	0.779	-1.095	-2.455	1.097	-0.525	0.32013566407457056	0.41094128980489725	0.4202162029866703	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kragen	collar	2.533	2.968	2.43	-1.112	-1.365	-1.898	0.629	0.101	-1.208	-2.15	0.335	-0.3366289899431365	-0.8531309992870062	-0.11335451637155626	4.64	3.473684211	3.368421053	0.052631579	0.105263158	0.263157895	1.3	0.1	2.85	0.65	1.15	4.95	3.33	4.63	
Schal	scarf	2.293	1.479	2.951	0.664	0.618	-1.493	0.66	-1.153	-0.872	-0.694	0.008	-0.2875114706512617	-0.5904872192428431	-0.30698733189589494	4.97	3.488372093	3.88372093	0.069767442	0.325581395	0.11627907	1.136363636	0.136363636	3.0	2.045454545	1.272727273	6.0	2.39	6.39	
Ausfahrt	exit	0.5	0.455	-0.97	-0.083	0.373	-0.106	-0.198	1.42	0.002	-0.194	-0.091	-0.3764645985839935	0.3982822737128983	-0.22928955500005765	3.93	3.5	0.625	0.0	0.0	0.5	1.55	2.95	2.4	0.5	1.15	5.35	3.18	7.0	
Fahrbahn	roadway	1.671	1.49	1.057	-1.335	-0.914	-0.536	0.631	3.184	-0.974	-1.419	0.911	-0.6817300474182016	-0.6177772476606928	-0.3742335942122978	4.67	4.235294118	1.705882353	0.0	0.764705882	2.0	1.055555556	2.388888889	2.111111111	0.444444444	0.444444444	na	na	na	
Kapuze	hood	2.124	1.264	2.162	-1.437	-1.193	-2.536	-0.056	-0.604	-1.825	-2.199	0.16	-0.37298187792400483	-0.7929755372134647	-0.8013909938450097	4.88	4.5	1.555555556	0.0	0.0	0.444444444	1.055555556	0.166666667	3.722222222	0.888888889	0.666666667	4.95	3.33	4.86	
Kosten	cost	-1.246	-0.635	-0.12	-0.392	-0.173	-0.219	-0.016	0.651	0.486	-0.226	0.471	0.49917740519808285	1.0848551408246039	0.850539010602619	2.5	4.166666667	0.944444444	0.111111111	0.111111111	2.444444444	0.666666667	0.277777778	2.222222222	0.611111111	0.166666667	4.11	4.9	3.67	
Transport	transport	0.289	0.258	1.098	-0.019	0.401	0.079	1.8	2.183	-2.374	-0.151	2.249	-0.33799545474010256	-0.6007019409976044	0.14994097559752964	3.5	3.444444444	1.722222222	0.166666667	0.777777778	2.111111111	3.0	3.705882353	1.411764706	0.647058824	1.588235294	5.9	3.76	5.79	
Kleinbus	minibus	1.168	0.818	0.104	-0.306	0.082	0.532	-0.41	1.326	-1.151	-0.584	0.628	0.005093895985911662	-1.0413721317985747	-0.6397894818051469	4.55	3.857142857	1.642857143	0.285714286	0.642857143	2.571428571	1.176470588	1.235294118	1.352941176	0.0	0.823529412	4.89	3.56	4.53	
Betäubungsmittel	narcotics	0.651	-1.02	0.628	2.113	2.789	-1.128	1.196	-0.089	-0.868	1.451	0.84	-1.7614825763644302	1.2833718144372626	-1.5875390396769131	4.59	2.588235294	1.941176471	2.588235294	2.529411765	0.941176471	2.2	0.95	3.05	3.55	1.55	na	na	na	
Emblem	emblem	1.914	2.5	0.333	-0.084	0.609	-1.872	-0.228	-2.041	0.059	-1.461	-1.446	1.7412031519580038	-1.0163606577696924	1.6602921945957805	4.3	4.6	1.866666667	0.066666667	0.066666667	0.0	1.789473684	0.368421053	1.947368421	0.473684211	0.421052632	6.0	2.67	5.46	
Erkältung	a cold	-0.366	-2.118	0.745	1.536	2.119	-0.752	0.356	1.155	0.088	2.35	2.32	-0.8097917338309285	0.37951835195972167	-1.0152403078337733	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gewand	garment	2.68	2.762	2.846	-2.022	-1.412	-2.201	1.151	0.866	-0.8	-3.014	1.2	0.7465282500857507	-1.3127826705722885	0.6910910683615327	4.78	3.894736842	3.789473684	0.0	0.894736842	0.684210526	2.368421053	1.789473684	1.526315789	0.473684211	2.105263158	5.57	3.5	5.84	
Kater	male cat	1.991	1.284	0.489	0.06	0.492	-0.064	-0.316	-0.41	-0.119	-0.073	-0.27	0.26044805824782885	-0.4110165822619632	-0.22146794875491962	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Nebenjob	part-time job	0.504	-0.053	0.463	0.594	0.758	0.024	0.962	1.196	0.301	0.352	1.479	0.1981256626956651	-0.04838156466498311	0.13670694934959166	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Vielfache	multiples	-1.337	-0.296	-0.068	0.253	-0.423	-1.019	0.168	0.329	-1.713	-1.179	-0.295	0.5703325555476431	0.3046574573019407	0.41328455167102207	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Einkommen	income	0.302	-0.363	0.028	-0.225	-0.519	-1.034	0.276	-0.402	0.511	-1.091	0.149	0.715031525903354	-1.6015911828325695	0.9248837193760969	3.07	3.111111111	0.388888889	0.0	0.0	0.444444444	1.2	0.6	2.55	0.7	0.6	6.26	3.82	6.36	
Tumor	tumor	1.14	-0.137	1.04	-1.063	-0.273	-1.929	0.315	-0.371	-1.461	-1.218	1.593	-2.3507564934000267	0.3047937086864555	-2.6929755178597166	4.56	3.4	2.466666667	0.2	0.2	0.333333333	1.45	0.9	2.35	1.15	1.85	2.05	5.33	2.5	
Figur	figure	1.503	1.361	0.393	-0.53	-0.933	0.806	0.326	0.114	-0.169	0.071	-0.293	0.9565717609969826	-0.38678465389216354	0.5218742930321675	3.63	4.058823529	1.941176471	0.058823529	0.176470588	0.764705882	1.947368421	1.368421053	3.052631579	0.684210526	1.736842105	5.09	3.67	5.39	
Mitteilung	notice	-0.22	-1.324	-1.106	-0.356	-0.226	2.724	-0.627	-0.92	1.998	2.557	-0.925	0.3007443845006236	0.4003463922972034	0.6243384362603583	3.3	4.227272727	0.636363636	0.318181818	0.363636364	2.409090909	0.681818182	0.090909091	4.0	1.454545455	0.045454545	5.94	3.38	5.11	
Verhältnis	relationship	-0.798	-0.314	0.272	-0.057	0.179	0.257	-0.599	-0.645	1.018	0.467	0.353	0.5416321939615621	0.3196304443180687	0.8714346660140213	2.8	3.25	1.375	0.25	0.375	2.5625	2.666666667	1.857142857	3.714285714	3.19047619	2.380952381	7.83	5.0	5.83	
Rückschritt	regression	-1.153	0.08	-0.182	-0.672	-1.022	-0.224	0.923	2.402	-1.001	-1.074	0.896	-0.6511083632395896	0.726944399760109	-0.10196173642429099	1.92	2.333333333	0.533333333	0.266666667	0.466666667	1.933333333	0.333333333	0.133333333	2.733333333	1.0	0.133333333	3.48	3.74	4.4	
Sturm	storm	-0.116	-0.174	-0.533	-0.754	0.46	0.514	-0.228	-0.102	0.11	-0.696	0.361	-0.6820142333135116	2.7712527877547406	-1.389562136789983	4.7	4.210526316	0.947368421	0.157894737	1.473684211	4.052631579	0.947368421	1.315789474	2.631578947	0.263157895	1.052631579	5.74	5.86	3.72	
Proviant	provisions	0.955	0.063	0.829	2.568	2.49	-1.841	0.988	0.45	-1.515	0.869	1.637	0.6977537080081111	-0.13863086448124917	1.2135636516004713	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Match	match	0.131	1.47	1.475	-0.197	-0.103	-0.502	2.066	0.311	-0.34	-1.108	0.606	-0.04443306496069672	1.39941981555563	0.32283196309867584	4.14	2.875	1.6875	0.0625	1.1875	1.75	1.411764706	0.117647059	1.823529412	0.352941176	0.058823529	5.61	3.05	6.06	
Brocken	chunks	1.477	1.655	1.498	1.055	0.726	0.204	-0.567	-0.057	-0.319	0.003	-1.213	0.20738033880674783	0.2375626774126099	-0.2942715556689267	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kommentator	commentator	1.106	-0.34	-2.078	-1.078	-1.337	2.866	-1.368	-0.381	0.849	0.863	-0.793	-0.22104379167461793	-1.1076391366414877	0.11742288710814346	4.15	2.470588235	0.352941176	0.0	0.0	4.529411765	0.944444444	0.444444444	2.444444444	3.111111111	0.666666667	5.11	4.1	5.17	
Dekoration	decoration	0.324	3.594	1.701	2.134	1.416	-1.652	2.478	-0.338	0.038	0.411	0.423	1.7850005278491081	0.20684795601957745	1.8723317746301917	3.53	4.555555556	2.055555556	0.166666667	0.611111111	0.277777778	2.65	0.8	2.55	0.05	0.55	6.71	4.05	6.4	
Urwald	jungle	0.186	-0.034	-0.186	-0.723	0.667	-0.863	-1.28	-0.583	0.81	-1.658	-0.611	0.46856241273078714	0.5341390587063398	-0.7463007183931282	4.66	4.263157895	1.947368421	0.263157895	1.842105263	3.052631579	1.9	2.15	2.7	0.7	1.6	5.7	4.06	4.5	
Genick	neck	1.581	0.608	2.666	-1.171	-1.006	-1.726	1.518	1.354	-1.379	-2.02	1.736	-1.4992958073788887	0.5694388128509568	-1.1988405937251922	5.0	3.933333333	3.533333333	0.266666667	0.6	0.333333333	0.7	0.0	3.9	1.45	0.75	5.44	3.65	5.17	
Diebstahl	theft	0.245	2.006	1.258	-0.52	-0.072	0.048	2.393	0.067	0.135	-1.096	-0.401	-1.8398161267297992	3.2041974343656023	-1.8265534542662227	2.93	3.470588235	0.470588235	0.0	0.0	1.0	2.411764706	0.823529412	2.588235294	1.058823529	0.411764706	2.6	5.17	3.93	
Zahnarzt	dentist	1.103	-0.905	0.488	-0.298	0.195	0.289	0.302	-0.842	0.423	0.833	-0.078	0.48068552662067776	-1.0373256999746263	0.4621871477934038	4.93	3.777777778	1.722222222	1.0	1.5	2.833333333	1.105263158	0.368421053	1.842105263	3.736842105	0.631578947	3.84	4.37	4.7	
Sekretariat	office	0.869	0.185	0.211	0.143	0.768	0.06	-0.321	-0.169	-0.229	0.234	-0.38	0.4184620173491387	-2.591814610857134	0.7244481779238419	4.93	4.166666667	1.888888889	0.0	0.333333333	1.0	2.904761905	2.380952381	3.380952381	2.285714286	2.047619048	4.54	3.05	5.16	
Führerschein	driver's license	0.588	1.069	0.261	-1.135	-0.244	0.441	0.771	1.184	0.995	-0.296	1.015	0.6126293763947236	0.422071677262583	0.6406601705453708	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Sprößling	sprout	-0.531	-0.166	0.487	0.573	0.426	1.129	0.342	-0.159	0.334	0.88	-0.337	1.1360009520284313	1.1014793450955997	1.0009605258823906	4.64	3.133333333	1.533333333	1.133333333	0.6	0.2	1.411764706	0.529411765	1.941176471	0.941176471	0.470588235	5.7	3.59	5.32	
Anmerkung	annotation	-0.612	-0.833	-1.23	-0.502	0.278	0.989	-0.784	-0.661	-0.24	0.724	-1.084	0.3279107250757442	-0.35063265842581076	0.5889060616778019	3.06	3.944444444	0.333333333	0.166666667	0.166666667	1.666666667	1.875	0.125	2.5	1.3125	0.25	na	na	na	
Zange	tongs	2.106	0.61	3.957	-0.159	-0.705	-1.229	3.356	0.197	-2.26	-1.027	0.748	-0.21712248004489224	0.7617271301982625	0.18350007301850002	5.0	3.5	3.888888889	0.0	0.166666667	0.666666667	3.210526316	0.0	0.736842105	0.263157895	0.052631579	5.0	3.25	5.25	
Schilderung	description	-0.164	0.915	-0.92	0.463	0.449	0.829	-0.092	0.344	2.062	1.405	0.569	0.2528750139735933	0.3333916372105222	0.205779515498502	2.43	3.888888889	0.555555556	0.333333333	0.444444444	3.277777778	1.1	0.2	3.1	2.65	0.2	5.24	3.64	5.54	
Zeltlager	camp	1.563	1.007	0.977	-0.874	0.288	0.506	0.994	2.076	-0.016	-0.947	1.223	0.6142371518975778	-0.3328738057887134	0.17299144127290841	4.35	3.526315789	1.894736842	0.526315789	1.526315789	1.842105263	2.476190476	2.619047619	2.857142857	1.476190476	1.904761905	7.0	4.14	5.89	
Vorschrift	regulation	-0.645	0.037	-0.414	-0.43	-0.164	0.576	0.142	0.627	0.251	0.292	0.247	-0.8781383115895679	-0.8723707544665382	-0.2316699663339666	2.0	2.631578947	0.052631579	0.210526316	0.052631579	2.157894737	1.0	0.47826087	2.52173913	1.52173913	0.347826087	4.15	3.45	4.24	
Lehre	teach	-0.838	0.032	-0.222	-0.086	-0.054	0.066	0.785	-0.015	0.894	0.532	-0.151	0.316243802324269	-0.2996274895442037	0.5959626774120051	3.15	2.705882353	0.588235294	0.294117647	0.352941176	3.352941176	2.904761905	0.952380952	3.571428571	3.333333333	1.047619048	7.06	3.47	5.78	
Vorlesung	lecture	-0.291	-0.926	0.121	-0.729	-0.527	1.101	-0.485	-0.569	1.495	0.876	-0.037	-0.022417901365284543	-0.22079770452547925	0.002958056894975669	3.79	3.0	0.15	0.0	0.0	4.45	1.315789474	0.578947368	4.105263158	3.473684211	0.736842105	4.0	3.16	4.5	
DM	dm	0.784	1.134	1.321	0.978	0.914	-0.425	0.75	-0.012	0.489	0.066	0.056	1.1213713756067534	0.6789368890089963	1.035844717416888	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
