word	animate_prototypicality	natural_prototypicality	inanimate_prototypicality	innatural_prototypicality	
Computeranimation	0.41186	0.40189	0.42239	0.43149	
Filmaufnahme	0.36097	0.37304	0.43484	0.44546	
Einkaufszettel	0.35568	0.40792	0.5077	0.51037	
Bahngleis	0.27162	0.32814	0.4256	0.42589	
Gebläse	0.2008	0.26661	0.45822	0.4808	
Atempause	0.21344	0.24128	0.33805	0.35161	
Lesebrille	0.41537	0.41634	0.50509	0.52823	
Winseln	0.33342	0.30984	0.26817	0.2664	
Felsspalte	0.36028	0.39549	0.39956	0.38331	
Dauercamper	0.3112	0.3441	0.39791	0.39681	
Fallrohr	0.27793	0.35238	0.53697	0.55336	
Spielkamerad	0.44747	0.44996	0.49077	0.49968	
Abschiedsgeschenk	0.38823	0.41658	0.46593	0.46544	
Nationalfarbe	0.31807	0.38369	0.41313	0.39002	
Bratfett	0.28747	0.39285	0.51128	0.49479	
Laube	0.45579	0.49374	0.45757	0.42848	
Werkzeugkiste	0.34964	0.37429	0.5452	0.58059	
Passen	0.28268	0.33824	0.4448	0.44806	
Kniestrumpf	0.53054	0.51723	0.55326	0.5679	
Passieren	0.26976	0.296	0.34812	0.34975	
Patience	0.3707	0.42417	0.47601	0.46464	
Schwarzafrikaner	0.24179	0.25186	0.24687	0.24007	
Sonnenstudio	0.35125	0.41103	0.47065	0.45861	
Mietzahlung	0.32412	0.33854	0.39711	0.40585	
Rain	0.34019	0.40833	0.44304	0.42018	
Dekolleté	0.34244	0.37843	0.45249	0.45552	
Kinoabend	0.38218	0.45114	0.47039	0.44269	
Massenabfertigung	0.20053	0.21353	0.33965	0.36834	
Gebrauchtwagenhändler	0.36301	0.36775	0.4406	0.45771	
Rollkragenpullover	0.48234	0.50573	0.56984	0.5755	
Pflegenotstand	0.2762	0.30805	0.32206	0.31039	
Unzufriedene	0.26001	0.29634	0.36222	0.36306	
Geweih	0.50689	0.51282	0.44992	0.42801	
Herzrasen	0.31052	0.38875	0.39215	0.35593	
Saphir	0.34417	0.39945	0.39778	0.37068	
Uroma	0.32861	0.31937	0.28432	0.27779	
Frauenstimme	0.29588	0.33314	0.42481	0.43233	
Vogelgesang	0.41175	0.37064	0.30221	0.30083	
Schnickschnack	0.36589	0.41227	0.51442	0.52044	
Beobachtungsposten	0.26958	0.30069	0.33235	0.32599	
Zeitraffer	0.3391	0.38028	0.43467	0.42981	
Versammelte	0.25664	0.27041	0.34287	0.35602	
Nebenhaus	0.29122	0.33563	0.41021	0.40965	
Niesen	0.29407	0.31812	0.34561	0.34127	
Anfahren	0.21317	0.2462	0.37844	0.39954	
Dynamit	0.39023	0.41095	0.459	0.46168	
Falte	0.29483	0.33293	0.43035	0.4391	
Fassungsvermögen	0.22165	0.2594	0.34638	0.35259	
Prima	0.2488	0.29533	0.37008	0.36871	
Blutkrankheit	0.36829	0.41865	0.35656	0.31474	
Keilerei	0.41784	0.44699	0.46987	0.46152	
Untersuchungsgefängnis	0.25649	0.27924	0.35512	0.36506	
Fluchtgefahr	0.39331	0.38314	0.37655	0.37822	
Punker	0.4414	0.42515	0.48271	0.50501	
Hausherrin	0.33954	0.35966	0.36302	0.35362	
Ressortleiter	0.19667	0.22427	0.30324	0.31199	
Standuhr	0.41798	0.42476	0.55214	0.58341	
Polterabend	0.43291	0.46747	0.52251	0.52061	
Froschschenkel	0.61069	0.60377	0.56369	0.55382	
Erstickungstod	0.28801	0.33348	0.39375	0.3887	
Innentasche	0.37371	0.42016	0.56582	0.58398	
Einzelkind	0.33667	0.34165	0.35401	0.35414	
Pokerface	0.34023	0.36827	0.48605	0.50502	
Schamlippe	0.20592	0.22887	0.28162	0.28514	
Rave	0.37612	0.38343	0.41419	0.41828	
Ocker	0.25193	0.317	0.31278	0.2807	
Wahnsinnige	0.40843	0.42626	0.45992	0.45985	
Schlußpfiff	0.40693	0.3962	0.45345	0.47322	
Dienerschaft	0.28607	0.32354	0.42207	0.43144	
Willenskraft	0.21917	0.2578	0.32901	0.3304	
Brechmittel	0.23792	0.31396	0.35594	0.33177	
Schlaufe	0.31414	0.35481	0.48861	0.50631	
Lieferwagen	0.37913	0.3815	0.47488	0.49878	
Epiphanie	0.17784	0.23022	0.31781	0.31755	
Liebesgöttin	0.36941	0.40564	0.36585	0.33682	
Grünalge	0.28272	0.35684	0.2448	0.17825	
Waschlappen	0.41542	0.44345	0.52497	0.53357	
Wohlhabende	0.14702	0.19272	0.23323	0.22297	
Sandgrube	0.33265	0.34871	0.34005	0.32918	
Phantasterei	0.26348	0.28311	0.34595	0.35365	
Windjacke	0.43213	0.45173	0.56246	0.58308	
Mainmetropole	0.1998	0.24721	0.30808	0.30257	
Putzkolonne	0.3343	0.35748	0.46071	0.47788	
Kontrollgang	0.32727	0.35672	0.47813	0.4975	
Schreibfehler	0.26833	0.32053	0.3408	0.32149	
Farbstift	0.28821	0.33892	0.40432	0.39828	
Entweichen	0.23325	0.2979	0.4198	0.42329	
Wartehalle	0.24174	0.25834	0.36743	0.38957	
Mörderin	0.35541	0.38825	0.41077	0.4008	
Futtertrog	0.49998	0.56546	0.53669	0.4968	
Rufmord	0.34924	0.38604	0.39626	0.38102	
Notfallplan	0.28017	0.29553	0.38112	0.39713	
Maskerade	0.39216	0.42253	0.47901	0.47958	
Adoptivkind	0.36045	0.35986	0.30354	0.28695	
Wachposten	0.3194	0.33434	0.38783	0.39493	
Schweinebraten	0.53626	0.5915	0.52993	0.48548	
Kontrollverlust	0.30233	0.32374	0.36729	0.36866	
Regenbogenpresse	0.39382	0.44344	0.48617	0.47397	
Hochzeitskleid	0.44898	0.47988	0.52128	0.5172	
Bettgestell	0.4734	0.4771	0.575	0.59927	
Selbstzerstörung	0.3323	0.34938	0.39803	0.40273	
Brieffreundin	0.32033	0.34309	0.37253	0.36927	
Festungsmauer	0.14521	0.21116	0.30796	0.30409	
Hammerschlag	0.36724	0.41193	0.50395	0.50791	
Raubkatze	0.68577	0.59658	0.43542	0.4295	
Reeder	0.25762	0.2528	0.2474	0.24734	
Dorfbrunnen	0.2636	0.32414	0.38692	0.37568	
Schalten	0.26017	0.27771	0.39981	0.42509	
Frischfleisch	0.482	0.54341	0.52907	0.49516	
Lottoschein	0.47031	0.5118	0.56471	0.55889	
Fußmatte	0.38169	0.43528	0.60564	0.62739	
Kleinstaat	0.22999	0.24695	0.26693	0.26397	
Miesepeter	0.56201	0.57325	0.55961	0.54889	
Vogelschwarm	0.61634	0.5348	0.33034	0.30896	
Gutmensch	0.41018	0.43092	0.4672	0.46652	
Baseballkappe	0.38281	0.42845	0.53645	0.54439	
Polargebiet	0.33632	0.34367	0.3205	0.30959	
Selbsterhaltungstrieb	0.36913	0.41199	0.41591	0.39604	
Schelle	0.44602	0.48765	0.56748	0.56921	
Papierfetzen	0.25301	0.32347	0.48171	0.49264	
Belanglosigkeit	0.29496	0.34242	0.4299	0.43153	
Schläfrigkeit	0.2852	0.31839	0.34781	0.33981	
Manna	0.2586	0.39251	0.3685	0.29899	
Abenddämmerung	0.41362	0.41003	0.35774	0.3435	
Schlingpflanze	0.46409	0.6125	0.54651	0.45791	
Schliere	0.26148	0.32069	0.38142	0.37022	
Abendlicht	0.30843	0.37655	0.4428	0.42888	
Telekommunikationsunternehmen	0.27288	0.2932	0.36388	0.37343	
Trampelpfad	0.38708	0.44317	0.42752	0.39599	
Schwitzkasten	0.45226	0.48829	0.6123	0.62897	
Brosche	0.43601	0.4583	0.54002	0.55125	
Körpersaft	0.35871	0.40867	0.42174	0.40119	
Plakette	0.33648	0.34772	0.41537	0.42808	
Fahrgestellnummer	0.40411	0.38634	0.47002	0.50046	
Mundgeruch	0.33429	0.42356	0.42296	0.38045	
Pflichtgefühl	0.201	0.2271	0.32411	0.33858	
Gleichmaß	0.22915	0.27248	0.4263	0.44863	
Mindeste	0.32156	0.34437	0.44157	0.45726	
Memme	0.34168	0.35974	0.35954	0.35009	
Recorder	0.27306	0.29045	0.45994	0.49852	
Hüpfen	0.45464	0.42898	0.43205	0.4434	
Schneeballschlacht	0.39713	0.48812	0.50058	0.46074	
Laib	0.37259	0.45734	0.501	0.47285	
Picknickkorb	0.51768	0.55206	0.61972	0.62119	
Stola	0.36163	0.37622	0.40383	0.40371	
Standardausrüstung	0.29882	0.31659	0.45725	0.4875	
Bustour	0.2308	0.27281	0.33385	0.33079	
Osterode	0.15565	0.19886	0.21972	0.20508	
Strommast	0.36767	0.40592	0.46045	0.45689	
Haarwäsche	0.32676	0.36743	0.44734	0.44989	
Schweißtropfen	0.34011	0.41651	0.55616	0.55887	
Auspacken	0.28771	0.33831	0.54104	0.57351	
Glücksbringer	0.51645	0.55983	0.5275	0.49679	
Haushälterin	0.34754	0.37031	0.37652	0.36666	
Wildwuchs	0.22545	0.33865	0.37629	0.33373	
Gesichtswinkel	0.33446	0.33924	0.39138	0.40275	
Tautropfen	0.43994	0.53161	0.50782	0.45738	
Luftabwehr	0.26422	0.26673	0.31889	0.33153	
Mazda	0.23092	0.25772	0.29978	0.29845	
Kopfweh	0.38127	0.43158	0.45376	0.43552	
Suchscheinwerfer	0.30933	0.33235	0.43878	0.45699	
Entscheidungsgewalt	0.17904	0.21835	0.3078	0.3141	
Hauptportal	0.24281	0.27123	0.35467	0.36414	
Lebensmittelhersteller	0.28511	0.35899	0.38136	0.35254	
Schreckensbild	0.42209	0.41212	0.38983	0.38692	
Opferstock	0.25987	0.30812	0.424	0.43333	
Schulaufgabe	0.29124	0.31558	0.39736	0.40811	
Notendurchschnitt	0.24371	0.29825	0.37387	0.36905	
Schwarzbär	0.69373	0.63727	0.40308	0.36152	
Blatter	0.29398	0.37985	0.39682	0.36092	
Löckchen	0.48006	0.54683	0.54654	0.51408	
Rheinebene	0.18645	0.27782	0.29465	0.25649	
Schlafstelle	0.34922	0.36239	0.4349	0.44806	
Denkvermögen	0.27649	0.291	0.33364	0.33802	
Frauenheld	0.3707	0.38077	0.37116	0.36268	
Modedesigner	0.28069	0.30942	0.33355	0.32616	
Pipette	0.36892	0.42949	0.57453	0.58598	
Tanzschule	0.26606	0.28113	0.36324	0.37844	
Segelflieger	0.35328	0.36049	0.33337	0.32137	
Herzkammer	0.26268	0.30556	0.39511	0.39953	
Farbkombination	0.35347	0.4216	0.4556	0.43251	
Unglücksstelle	0.3404	0.38014	0.43148	0.42643	
Numerierung	0.1705	0.20294	0.29331	0.30308	
Abstellplatz	0.24575	0.28491	0.43338	0.45608	
Besiedelung	0.20503	0.24326	0.22538	0.20205	
Durchlaucht	0.16421	0.19909	0.27975	0.2857	
Rockstar	0.43073	0.46951	0.5245	0.52063	
Adjutant	0.25109	0.27811	0.31971	0.31809	
Adrenalinspiegel	0.27004	0.32117	0.3888	0.38325	
Kassenbon	0.29894	0.35812	0.48446	0.49153	
Zaubertrick	0.42039	0.47719	0.48712	0.46232	
Jahrtausendwechsel	0.30898	0.35239	0.42493	0.4242	
Armbewegung	0.31812	0.32367	0.44666	0.47757	
Mittelsmann	0.351	0.36495	0.41549	0.42212	
Heldenplatz	0.29707	0.32588	0.39366	0.3984	
Gelegenheitsjob	0.33015	0.34783	0.41543	0.42518	
Denkarbeit	0.24798	0.2864	0.40514	0.41986	
Ingenieurstudium	0.15782	0.19533	0.29967	0.31105	
Achtundsechziger	0.33816	0.34787	0.41996	0.43463	
Reisebus	0.32519	0.3145	0.35148	0.3658	
Übermüdung	0.26725	0.27922	0.34229	0.3536	
Entdeckerfreude	0.44351	0.46553	0.42567	0.40296	
Erhabenheit	0.23533	0.28012	0.37117	0.37521	
Sternenstaub	0.43326	0.46359	0.47311	0.46042	
Unkenntlichkeit	0.27113	0.29714	0.39878	0.41439	
Pflichtbewußtsein	0.24695	0.25843	0.3198	0.33093	
Diabetikerin	0.27887	0.32192	0.31554	0.29297	
Korkenzieher	0.45323	0.52471	0.57223	0.55107	
Mahlstrom	0.35268	0.3741	0.438	0.44491	
Rundfunkgerät	0.30283	0.31081	0.43811	0.46915	
Hydraulik	0.23907	0.24942	0.39181	0.42617	
Bockwurst	0.40413	0.48098	0.50827	0.4791	
Seitentasche	0.40073	0.43798	0.58076	0.60229	
Rädchen	0.33985	0.37175	0.52007	0.54581	
Herrschsucht	0.24505	0.26512	0.26681	0.25725	
Innerei	0.09654	0.15498	0.2906	0.30123	
Kochkunst	0.26892	0.35917	0.39042	0.35656	
Körperflüssigkeit	0.32248	0.35094	0.38438	0.37958	
Bordsteinkante	0.36259	0.38316	0.49049	0.50993	
Vollbart	0.40297	0.43225	0.4632	0.45709	
Pfannkuchen	0.45391	0.52359	0.53302	0.50202	
Lebensinhalt	0.36619	0.35836	0.35974	0.36264	
Kundenkreis	0.24805	0.27046	0.35458	0.36701	
Narrenfreiheit	0.38732	0.3787	0.40563	0.41599	
Patentante	0.26687	0.29433	0.3633	0.36909	
Manie	0.22963	0.28906	0.36671	0.36024	
Schlappohr	0.58529	0.57764	0.54447	0.53694	
Mistgabel	0.45114	0.49053	0.56637	0.568	
Abendrot	0.38843	0.43445	0.40624	0.37585	
Wunderland	0.52707	0.53521	0.49269	0.47541	
Selbstherrlichkeit	0.26616	0.28415	0.37309	0.38886	
Todesschrei	0.40133	0.38333	0.36981	0.37314	
Whiskey	0.28792	0.38515	0.47661	0.45632	
Weißglut	0.34546	0.40772	0.44865	0.43024	
Totalausfall	0.30185	0.35852	0.37658	0.35448	
Weißbier	0.32904	0.39354	0.41013	0.38391	
Machete	0.37092	0.40807	0.48876	0.49303	
Orchesterstück	0.30876	0.33545	0.4294	0.44242	
Gerechtigkeitsempfinden	0.24771	0.27037	0.35022	0.36134	
Verblüffung	0.37289	0.40204	0.46012	0.46176	
Kopfschmuck	0.40381	0.39492	0.39014	0.39168	
Müllkippe	0.35096	0.38165	0.37196	0.35397	
Erntehelfer	0.30903	0.38041	0.3934	0.36305	
Näschen	0.3896	0.43985	0.48025	0.46712	
Lampenschirm	0.43804	0.48163	0.59992	0.61154	
Wartende	0.43362	0.44556	0.49193	0.49807	
Ledersofa	0.4124	0.44238	0.49127	0.48983	
Abstoß	0.24028	0.26314	0.36203	0.37841	
Unebenheit	0.21894	0.28566	0.40815	0.4109	
Rundflug	0.39843	0.39867	0.38651	0.38177	
Schneckenhaus	0.44978	0.45553	0.43663	0.4273	
Privatjet	0.32855	0.32722	0.37119	0.38313	
Wacholder	0.35156	0.50737	0.41639	0.31771	
Schnauben	0.51983	0.46653	0.44264	0.45905	
Geschichtslehrer	0.21886	0.24627	0.28196	0.27861	
Konkurrenzdenken	0.26083	0.28305	0.27655	0.26365	
Innehalten	0.24739	0.26883	0.37909	0.39929	
Lehmhütte	0.22297	0.27617	0.33907	0.33138	
Autositz	0.28659	0.3162	0.46839	0.49644	
Überwinden	0.1646	0.18716	0.2803	0.29544	
Gegenstoß	0.27798	0.31044	0.40849	0.42007	
Jogging	0.37599	0.40221	0.44682	0.44603	
Liebesschwur	0.33018	0.38859	0.4298	0.41329	
Sandsturm	0.31783	0.36231	0.39944	0.38828	
Seismograph	0.21647	0.22546	0.33386	0.3594	
Monatsanfang	0.15502	0.18747	0.24706	0.24826	
Einlieferung	0.26435	0.28195	0.36467	0.37889	
Fahrtzeit	0.24702	0.25797	0.3028	0.30953	
Jugendliebe	0.37535	0.43331	0.44157	0.41591	
Kommissariat	0.24332	0.24252	0.30002	0.31575	
Milliardär	0.30105	0.31313	0.3376	0.33794	
Weltpresse	0.30197	0.36779	0.42443	0.4089	
Aktiv	0.21369	0.22091	0.2498	0.25391	
Kleinkrieg	0.23133	0.2808	0.34569	0.34026	
Notfallpatient	0.30879	0.29109	0.37167	0.40149	
Unerträgliche	0.27	0.30791	0.35378	0.34825	
Sandstraße	0.24565	0.28407	0.34168	0.33928	
Kopfteil	0.38418	0.41921	0.53491	0.54992	
Rücklicht	0.36405	0.37214	0.47358	0.49714	
Aushilfsjob	0.26375	0.28696	0.37514	0.38829	
Aufputschmittel	0.24514	0.32877	0.40568	0.38775	
Schneesturm	0.43904	0.47765	0.45968	0.43544	
Berghütte	0.21651	0.25616	0.29442	0.28612	
Happen	0.37119	0.40935	0.44724	0.43905	
Eintagsfliege	0.40904	0.39715	0.35773	0.35095	
Einmalige	0.30347	0.3468	0.41273	0.41021	
Beachtliche	0.27504	0.30638	0.33177	0.32354	
Friedenszeit	0.24887	0.27898	0.33667	0.33813	
Verfärbung	0.22248	0.31102	0.31625	0.27605	
Jogginganzug	0.51947	0.513	0.5576	0.57151	
Reiniger	0.31628	0.35438	0.41533	0.41379	
Mannsbild	0.30821	0.34074	0.39025	0.38813	
Aktenberg	0.12791	0.13531	0.26882	0.3024	
Wiederauferstehung	0.36796	0.4077	0.42903	0.41549	
Deckungsbeitrag	0.2949	0.3443	0.37802	0.36369	
Thermoskanne	0.35297	0.42148	0.55519	0.55984	
Sendepause	0.20421	0.24554	0.31106	0.30965	
Abwasserleitung	0.17067	0.22157	0.3384	0.34704	
Lichtgestalt	0.38233	0.39789	0.41611	0.41285	
Serienkiller	0.43124	0.43483	0.4697	0.47649	
Krypta	0.1522	0.19836	0.31045	0.32	
Seelenverwandtschaft	0.40922	0.39728	0.31475	0.29593	
Baumrinde	0.31121	0.4137	0.40937	0.35975	
Verpacken	0.26031	0.31218	0.44239	0.45405	
Faible	0.33452	0.36286	0.41316	0.41311	
Dreiecksbeziehung	0.30955	0.3373	0.35178	0.34204	
Reisfeld	0.36196	0.41853	0.32279	0.26869	
Autominute	0.27129	0.27179	0.32765	0.34224	
Autohändler	0.33031	0.34832	0.4217	0.43292	
Fleckchen	0.49468	0.52508	0.51062	0.49099	
Friedhofsgärtner	0.19661	0.2854	0.32729	0.29732	
Schubkarre	0.39011	0.41542	0.53705	0.5582	
Wohlbehagen	0.31799	0.34238	0.35512	0.34642	
Holzbrett	0.30951	0.40775	0.5996	0.60691	
Küchenmesser	0.36406	0.40853	0.56526	0.58747	
Notarztwagen	0.36191	0.35693	0.4234	0.44322	
Modellbauer	0.34004	0.29562	0.38964	0.43551	
Brillenträger	0.42284	0.39802	0.46432	0.49309	
Trinkbecher	0.28198	0.37425	0.52356	0.5218	
Flammenmeer	0.38436	0.4471	0.47372	0.45096	
Toreinfahrt	0.26645	0.32784	0.42746	0.42613	
Taucherbrille	0.49065	0.4363	0.4773	0.51246	
Gießkanne	0.36561	0.45055	0.51706	0.49525	
Hauptmann	0.32973	0.33579	0.33473	0.33063	
Palastwache	0.27977	0.29548	0.35695	0.36604	
Abendmahlzeit	0.27917	0.34834	0.43135	0.42173	
Strandkorb	0.46454	0.5067	0.57042	0.56733	
Seitenfenster	0.29573	0.29928	0.42472	0.45731	
Hausecke	0.37783	0.42368	0.50777	0.50894	
Legionär	0.29102	0.31555	0.36483	0.36638	
Sieden	0.09551	0.18287	0.3028	0.29566	
Nackenmuskulatur	0.38565	0.36682	0.34711	0.34913	
Dauerhaftigkeit	0.20802	0.26693	0.37119	0.37248	
Verbindungsgang	0.17625	0.23472	0.34846	0.35271	
Mathematiklehrer	0.23913	0.24842	0.29137	0.29837	
Führerstand	0.26468	0.27947	0.45033	0.49053	
Ohrensausen	0.33268	0.31928	0.36316	0.38064	
Streifenpolizist	0.42944	0.42494	0.44147	0.44687	
Stadtfest	0.23161	0.2799	0.33517	0.32759	
Wildwechsel	0.48639	0.50855	0.49053	0.47375	
Gletscherspalte	0.22673	0.2819	0.33214	0.31998	
Strandspaziergang	0.40075	0.46731	0.50561	0.4843	
Theatervorstellung	0.33584	0.36013	0.44147	0.45198	
Stippvisite	0.30391	0.37476	0.44772	0.43443	
Futternapf	0.561	0.59076	0.5194	0.48394	
Operationstisch	0.32565	0.34926	0.4704	0.4924	
Schwanensee	0.41954	0.423	0.36089	0.34062	
Leibwache	0.23456	0.2424	0.32754	0.34704	
Glaskuppel	0.31061	0.34355	0.44584	0.45829	
Streicheleinheit	0.3561	0.37781	0.50379	0.52794	
Limone	0.24721	0.40689	0.38659	0.30623	
Frauenwelt	0.23209	0.25582	0.27768	0.27211	
Taktgefühl	0.21067	0.23637	0.34997	0.36925	
Wassertropfen	0.4049	0.47955	0.51917	0.49447	
Hauskatze	0.67838	0.61819	0.43799	0.41333	
Mumm	0.32113	0.36644	0.38661	0.3703	
Schauspielschule	0.25858	0.2857	0.3275	0.32587	
Leichenschmaus	0.43926	0.4835	0.48462	0.46311	
Laternenpfahl	0.51492	0.55486	0.6376	0.64072	
Seebeben	0.25415	0.30242	0.31355	0.29355	
Zeitungskiosk	0.32632	0.37383	0.44329	0.43976	
Glaswand	0.23131	0.27605	0.40955	0.42552	
Gerechtigkeitssinn	0.28483	0.28331	0.32357	0.33468	
Betrügen	0.32303	0.34675	0.40254	0.40621	
Überdosen	0.22436	0.32011	0.45956	0.4536	
Kreuzschmerz	0.23575	0.31202	0.41839	0.41215	
Pensum	0.1665	0.20375	0.28588	0.29113	
Schutzmaske	0.40625	0.38834	0.47403	0.50508	
Geburtstagsparty	0.4572	0.49837	0.56646	0.56507	
Rauchvergiftung	0.32425	0.37376	0.40127	0.38507	
Ultraschallgerät	0.33195	0.33874	0.51014	0.55399	
Frauenärztin	0.26698	0.29652	0.31991	0.31197	
Friseurhandwerk	0.20962	0.24277	0.37005	0.38972	
Lokalsender	0.34697	0.36055	0.40236	0.40672	
Psychologiestudium	0.24995	0.27711	0.32808	0.32903	
Verliererseite	0.26126	0.29811	0.40889	0.42206	
Durchsetzungsvermögen	0.25064	0.26634	0.33077	0.34078	
Wohnsiedlung	0.21735	0.24451	0.29255	0.29276	
Hüftgelenk	0.31641	0.30478	0.38445	0.41118	
Lieblingsspiel	0.41052	0.4541	0.4928	0.48221	
Flughafengebäude	0.23372	0.25997	0.34125	0.35115	
Abertausende	0.28402	0.314	0.35253	0.34858	
Wärmequelle	0.28468	0.3203	0.39894	0.40361	
Negativ	0.21726	0.24987	0.25838	0.245	
Zweibettzimmer	0.22903	0.27281	0.36807	0.37377	
Konzertabend	0.28422	0.33749	0.42098	0.41884	
Familienfest	0.32601	0.37124	0.39453	0.37913	
Geschlechtsakt	0.38121	0.37213	0.35324	0.351	
Lehrzeit	0.22013	0.25838	0.31895	0.31754	
Silberschmuck	0.34216	0.38012	0.41129	0.4014	
Puder	0.37271	0.45735	0.52474	0.50329	
Schloßgarten	0.30947	0.38805	0.40437	0.37162	
Bankkauffrau	0.21208	0.22804	0.27549	0.28074	
Kaffeehaus	0.27976	0.3493	0.44196	0.43486	
Nichtstuer	0.32426	0.33841	0.3749	0.37758	
Drogensüchtige	0.28951	0.341	0.38601	0.3739	
Kriegerin	0.35245	0.36999	0.35153	0.33717	
Zukunftstraum	0.34955	0.36998	0.42874	0.43467	
Lebenslüge	0.37527	0.38575	0.38836	0.3831	
Blütenstaub	0.26476	0.40935	0.41356	0.347	
Unglückliche	0.33717	0.36274	0.37638	0.36734	
Überrollbügel	0.32591	0.34	0.45879	0.48454	
Astgabel	0.51571	0.56638	0.53453	0.50058	
Schulwechsel	0.24357	0.26861	0.33386	0.3398	
Sportsendung	0.29174	0.32982	0.39799	0.39856	
Nachbarsjunge	0.50402	0.52973	0.5346	0.52252	
Lautsprecherdurchsage	0.32212	0.32205	0.47279	0.51406	
Zäpfchen	0.24654	0.33379	0.40278	0.38096	
Bellen	0.49719	0.47957	0.399	0.38308	
Waldhütte	0.36234	0.36595	0.38923	0.39298	
Todeskandidat	0.38193	0.39284	0.40898	0.40729	
Zappelphilipp	0.53826	0.52396	0.50346	0.5027	
Struwwelpeter	0.48505	0.46627	0.42215	0.41702	
Meeresbiologie	0.35662	0.34046	0.26544	0.25083	
Futtern	0.47295	0.48596	0.4525	0.43567	
Findelkind	0.48319	0.49116	0.44336	0.42481	
Ermittlerin	0.26132	0.27987	0.30964	0.30859	
Eber	0.5768	0.53814	0.41627	0.39829	
Vöglein	0.41722	0.47792	0.47672	0.44701	
Eisenbahnstrecke	0.20572	0.25692	0.32151	0.31526	
Reisehandbuch	0.23398	0.27094	0.29917	0.28924	
Schreibheft	0.40252	0.44553	0.49733	0.49069	
Körpermitte	0.39975	0.35517	0.34598	0.36283	
Kindergeschichte	0.44334	0.44534	0.46008	0.46194	
Innenbereich	0.17499	0.24125	0.36998	0.37482	
Vogelperspektive	0.43385	0.43446	0.45509	0.45927	
Stachelschwein	0.68387	0.63784	0.44724	0.4131	
Getreidesorte	0.23193	0.38581	0.35095	0.26923	
Reiseprospekt	0.2954	0.32112	0.38926	0.39554	
Spinnrad	0.41953	0.45825	0.52879	0.52935	
Tiefste	0.15164	0.17282	0.26056	0.27487	
Unerschrockenheit	0.36665	0.39666	0.38039	0.36083	
Kassettenrekorder	0.33313	0.36587	0.51634	0.54231	
Schweigsamkeit	0.43503	0.42047	0.41215	0.41524	
Bahnübergang	0.26188	0.28124	0.37358	0.38968	
Unklare	0.15362	0.18361	0.2497	0.25386	
Lamento	0.25771	0.27166	0.32483	0.33248	
Tagestour	0.22791	0.26466	0.24998	0.22817	
Warzenschwein	0.66839	0.60897	0.43573	0.41269	
Fingerhut	0.43094	0.55159	0.54576	0.48695	
Eileiter	0.31313	0.3242	0.34982	0.35092	
Einverständniserklärung	0.23573	0.27564	0.40459	0.4215	
Verarbeiten	0.18335	0.25701	0.33031	0.31618	
Kinderkrippe	0.32143	0.31728	0.33603	0.34223	
Harke	0.36406	0.41463	0.52962	0.5373	
Kontrollzentrum	0.29477	0.29037	0.36953	0.39285	
Rasselbande	0.57236	0.52104	0.50145	0.51798	
Sitzbank	0.32789	0.37196	0.51112	0.52869	
Wechselstube	0.22216	0.29538	0.45702	0.46771	
Wirrwarr	0.27324	0.33149	0.41711	0.41329	
Knaller	0.4343	0.46048	0.54416	0.55415	
Schwarzmalerei	0.35927	0.41705	0.43458	0.41165	
Riesenrad	0.46348	0.49067	0.52948	0.52635	
Behandlungsraum	0.21305	0.2494	0.35181	0.36302	
Davidstern	0.31967	0.36889	0.44175	0.43839	
Nette	0.37567	0.4172	0.43213	0.41594	
Entwöhnung	0.34553	0.32043	0.29191	0.29449	
Wachsfigur	0.42561	0.43861	0.49325	0.50124	
Belgierin	0.25504	0.2837	0.30399	0.29563	
Wartehäuschen	0.24955	0.28637	0.41235	0.42982	
Krebsgeschwür	0.31592	0.36934	0.348	0.31634	
Silberne	0.37875	0.42883	0.45104	0.43292	
Albernheit	0.40142	0.43502	0.47665	0.47153	
Rippchen	0.36073	0.4519	0.4814	0.44636	
Gitternetz	0.3055	0.34153	0.45308	0.46671	
Vorhängen	0.3023	0.36386	0.52723	0.54356	
Jamal	0.27429	0.303	0.33442	0.32909	
Gehörte	0.16338	0.18548	0.21864	0.2172	
Irrenhaus	0.37225	0.38634	0.42276	0.4253	
Pinie	0.38044	0.54737	0.50562	0.41548	
Zypresse	0.28636	0.42918	0.36846	0.28447	
Spaßvogel	0.54021	0.49154	0.40484	0.40145	
Eiseskälte	0.32979	0.36475	0.41171	0.40767	
Beweisfoto	0.29808	0.30952	0.39138	0.40811	
Nocturne	0.3351	0.37449	0.4349	0.43256	
Ermüdung	0.20954	0.22459	0.31224	0.32919	
Motorschiff	0.36635	0.37292	0.40171	0.40561	
Knick	0.33268	0.3985	0.46816	0.45618	
Fußgängerampel	0.41272	0.4302	0.46776	0.46893	
Jagdszene	0.44672	0.43537	0.42221	0.42243	
Wundmal	0.27817	0.35715	0.42828	0.41079	
Fingerkuppe	0.33837	0.39896	0.52817	0.53528	
Theaterwissenschaft	0.2484	0.29617	0.31939	0.30301	
Gin	0.32033	0.43893	0.45646	0.40548	
Untergehen	0.32867	0.3749	0.4456	0.443	
Steintafel	0.22861	0.30235	0.4182	0.41581	
Tunika	0.25831	0.3284	0.41263	0.40298	
Höschen	0.42402	0.47071	0.48154	0.46166	
Abendkleid	0.42968	0.41383	0.38989	0.38922	
