word	raw_word_frequency_sdewac	log10_word_frequency_sdewac	raw_lemma_frequency_sdewac	log10_lemma_frequency_sdewac
Krug	2641	3.4217684012069243	3528	3.5475285764597824	
Made	1560	3.1931245983544616	2395	3.379305517750582	
Nebengebäude	794	2.8998205024270964	1078	3.03261876085072	
Station	18151	4.258900556783608	30441	4.4834589150942135	
Periode	8480	3.9283958522567137	10816	4.0340666785975605	
Gerät	18380	4.264345507050092	51552	4.712245518739124	
Zusammenbruch	10138	4.005952286887383	11613	4.064944426038617	
Detail	13730	4.1376705372367555	39056	4.591687762073113	
Kätzchen	1104	3.0429690733931802	1129	3.052693941924968	
Verbleib	4234	3.6267508536833932	4366	3.6400837313731205	
Schwarze	8946	3.9516288938366384	8937	3.9511917579347062	
Tageslicht	4567	3.6596310116070008	4692	3.671358003443492	
Alge	296	2.4712917110589387	3660	3.5634810853944106	
Orchidee	282	2.450249108319361	1365	3.1351326513767748	
Innenhof	2845	3.45408227073109	3552	3.5504729571065634	
Investor	4970	3.696356388733332	20225	4.30588853028431	
Italiener	6471	3.8109713998222077	7690	3.885926339801431	
Trauung	1703	3.231214647962601	2144	3.3312247810207323	
Blumenstrauß	951	2.978180516937414	1256	3.0989896394011773	
Zaun	6080	3.783903579272735	8992	3.953856298224986	
Quartier	4774	3.6788824146707357	6883	3.837777769553733	
Boulevard	1348	3.129689892199301	1767	3.247236549506764	
Besen	1701	3.230704313612569	1735	3.2392994791268928	
Käfer	3242	3.5108130105124964	3778	3.577261953585815	
Gegner	45214	4.65527292997353	55730	4.7460890430562	
Eiland	761	2.8813846567705728	1026	3.0111473607757975	
Killer	3348	3.5247854493212225	4236	3.6269559514354475	
Fensterscheibe	638	2.8048206787211623	1676	3.2242740142942576	
Ja	58794	4.769333008051517	11761	4.070444249972947	
Kleiderschrank	987	2.9943171526696366	1198	3.0784568180532927	
Ausrutscher	1179	3.071513805095089	1271	3.104145550554008	
Fetzen	1419	3.151982395457474	1419	3.151982395457474	
Schmetterling	1768	3.2474822606770544	4520	3.655138434811382	
Zeigefinger	3354	3.525563058270067	3502	3.5443161417474274	
Atmen	2963	3.471731651480051	2856	3.455758203104137	
Messer	10752	4.03148925570975	12233	4.087532975734094	
Verlauf	39537	4.5970037127046455	43739	4.640868849587616	
Projekt	99709	4.998734360657987	208234	5.3185516416338725	
Rohr	3111	3.4929000111087034	5981	3.776773802412107	
Stückchen	3772	3.5765716840652906	3840	3.584331224367531	
Klicken	5111	3.708505880955237	1456	3.1631613749770184	
Kloß	551	2.741151598851785	1135	3.0549958615291417	
Speiseröhre	1909	3.280805928393667	1912	3.2814878879400813	
Krach	2358	3.3725438007590705	2421	3.383994789441733	
Kneipe	5195	3.7155855518931964	8544	3.9316612396844812	
Kissen	3026	3.4808689236871677	3070	3.4871383754771865	
Krankenwagen	1424	3.1535099893008374	1503	3.176958980586908	
Aufschrei	2035	3.308564413561239	2215	3.3453737305590883	
Indianer	5311	3.725176301419137	6787	3.831677849191467	
Kribbeln	1105	3.0433622780211294	1104	3.0429690733931802	
Gefährt	1503	3.176958980586908	1669	3.222456336679247	
Fahrstuhl	1885	3.2753113545418118	2450	3.3891660843645326	
Ruck	2241	3.350441856535061	2248	3.3517963068970236	
Spieß	1713	3.2337573629655103	2329	3.367169488534681	
Ungeheuer	2318	3.3651134316275773	2476	3.3937506403480806	
Signal	13846	4.141324327275417	25738	4.410574796542328	
Stahl	7471	3.873378736409141	7748	3.889189612047073	
Ausgabe	34903	4.5428627572586375	63867	4.805276516689609	
Laster	2422	3.3841741388070337	2911	3.464042205438811	
Juckreiz	2210	3.3443922736851106	2215	3.3453737305590883	
Schiene	5567	3.7456212213069384	8433	3.9259821003271034	
Abschnitt	27523	4.439695770131648	40645	4.60900712788907	
Schlafen	3676	3.565375502714074	3720	3.5705429398818977	
Entschluß	3010	3.4785664955938436	8028	3.904607363815448	
Kaktus	404	2.606381365110605	1188	3.074816440645175	
Zögern	2667	3.4260230156898763	2647	3.422753941301348	
Leopard	626	2.7965743332104296	1455	3.162862993321926	
Gefieder	1134	3.0546130545568877	1271	3.104145550554008	
Lichtblick	1310	3.1172712956557644	1898	3.278296208091274	
Lkw	3821	3.582177037688409	3837	3.5839917991983166	
Düne	669	2.8254261177678233	2573	3.410439786210347	
Meister	30961	4.4908149793838605	34768	4.54117970897645	
Kurve	5376	3.7304592600457687	8738	3.9414120403735495	
Strumpf	325	2.5118833609788744	1917	3.282622112878063	
Halter	4366	3.6400837313731205	5634	3.750816842649755	
Verlassen	5073	3.7052648623174043	4767	3.678245151927042	
O	16159	4.208414480948481	17723	4.248537237481559	
Ai	398	2.599883072073688	1353	3.131297796597623	
Kirchturm	1178	3.0711452904510828	1832	3.2629254693318317	
As	1189	3.0751818546186915	1842	3.26528962586083	
Familienmitglied	1643	3.215637563435062	7381	3.868115205327217	
Neugeborene	1600	3.204119982655925	4737	3.6755033847279566	
Fluß	6232	3.794627444664508	31983	4.504919198069962	
Arbeitszimmer	2823	3.4507108781469196	3223	3.5082603055123345	
Scham	4363	3.63978521298682	4369	3.6403820447095683	
Portrait	2296	3.360971883725936	4213	3.6245914591268478	
Promille	2367	3.374198257929083	2378	3.376211850282673	
Krawatte	1691	3.2281436075977417	2189	3.3402457615679317	
Weste	1659	3.219846386024361	1663	3.2208922492195193	
Nische	2389	3.378216149749878	4696	3.671728088239558	
Gehege	1888	3.27600198996205	2323	3.3660492098002357	
Qualität	82937	4.918748321997262	91377	4.960836895623462	
Vorgang	17286	4.237694508664057	38133	4.581300973440315	
Voraussetzung	55064	4.7408677565456765	127221	5.1045588049551425	
Schäferhund	1549	3.190051417759206	2442	3.3877456596088638	
Ziehen	2937	3.4679039465228003	1727	3.237292337567459	
Unfreiheit	1297	3.11293997608408	1346	3.1290450598879582	
Roboter	5855	3.767526899408382	7147	3.854123782101167	
Auftreten	13578	4.132835804338372	14805	4.170408411725318	
Gemütlichkeit	1221	3.0867156639448825	1230	3.089905111439398	
Hingabe	5148	3.711638538232349	5162	3.71281800020785	
Moped	639	2.8055008581584002	1029	3.012415374762433	
Mörder	12209	4.086680093734625	14307	4.15554857715353	
Gehen	9372	3.971832279924925	4114	3.614264287358705	
Toilette	6408	3.8067225030761813	9771	3.989939013284536	
Dach	21982	4.34206720353101	27456	4.4386372661686115	
Mysterium	1469	3.1670217957902564	2588	3.4129642719966626	
Netz	42735	4.630783708295158	56831	4.754585297970842	
Riß	868	2.938519725176492	6786	3.831613855309099	
Weltrekord	984	2.9929950984313414	1235	3.0916669575956846	
Blondine	1380	3.1398790864012365	1885	3.2753113545418118	
Ägypter	3765	3.5757649805367193	4641	3.66661156841903	
Köpfchen	1057	3.024074987307426	1084	3.0350292822023683	
Ausschlag	3254	3.51241754860084	3766	3.5758803156806462	
Notarzt	2046	3.3109056293761414	2828	3.4514794051248616	
Notfall	5148	3.711638538232349	8212	3.9144489406985543	
Oberschenkel	2285	3.358886204405869	2913	3.4643404846276673	
Bündel	3185	3.503109436671369	3264	3.5137501500818233	
Orden	7514	3.875871190727366	10186	4.008003671840159	
Mädel	1417	3.1513698502474603	5402	3.732554579851432	
Jude	7939	3.899765801944386	81559	4.911471892226942	
Bluse	884	2.946452265013073	1312	3.1179338350396417	
Pestizid	203	2.307496037913213	3279	3.5157414166693655	
Blickkontakt	1144	3.0584260244570056	1209	3.0824263008607717	
Yacht	1252	3.097604328874411	1973	3.295127085252191	
Werkstatt	9678	3.985785617772605	9714	3.9873980991370175	
Wirtschaft	119444	5.077164338829825	119773	5.078358927631075	
Obdachlose	2136	3.3296012483565187	1985	3.297760511099134	
Prellung	228	2.357934847000454	1041	3.017450729510536	
Variante	17532	4.243831461981921	28688	4.457700272218108	
Splitter	1367	3.1357685145678222	1393	3.1439511164239633	
Plakat	3843	3.584670384464349	12514	4.097396150641503	
Sternenhimmel	1480	3.1702617153949575	1666	3.2216749970707688	
Praxis	91418	4.961031715766865	94901	4.977270788741242	
Spielplatz	3771	3.5764565324056203	6108	3.7858990283843834	
Luxus	6660	3.823474229170301	6710	3.826722520168992	
Öffentlichkeit	79256	4.899032149984494	79908	4.902590260940169	
Pärchen	2450	3.3891660843645326	2547	3.406028944963615	
Chaos	15000	4.176091259055681	15068	4.17805561153123	
Pfleger	2496	3.3972445810103866	3045	3.4835872969688944	
Einfall	2078	3.3176455432211585	4656	3.668012971641832	
Protokoll	11063	4.043872912391425	18409	4.265030197723059	
Labyrinth	3271	3.5146805441249818	3547	3.549861188471943	
Bungalow	876	2.9425041061680806	1980	3.296665190261531	
Anleitung	12953	4.112370365525832	15773	4.197914303318418	
Ballon	2046	3.3109056293761414	2919	3.4652340949880145	
Priester	19066	4.280259588686136	23031	4.362312795326511	
Zuhörer	10005	4.00021709297223	13007	4.114177140244449	
Verehrung	4198	3.623042434246382	4209	3.6241789257480224	
Prominente	2606	3.415974411376566	3683	3.566201718854913	
Prophet	6123	3.786964259435733	19803	4.296730987471248	
Weisheit	13552	4.132003392986632	14900	4.173186268412274	
Kompliment	2656	3.42422807069598	3637	3.560743301054712	
Krampf	687	2.8369567370595505	2388	3.3780343224573315	
Raumschiff	4125	3.6154239528859438	6439	3.808818425092124	
Perle	2809	3.4485517392015783	2809	3.4485517392015783	
Rentner	8893	3.949048292315664	10657	4.027634965777544	
Elch	633	2.801403710017355	1492	3.17376882313665	
Ahle	78	1.8920946026904804	1301	3.1142772965615864	
Chinese	1288	3.1099158630237933	9525	3.978864984347657	
Fernsehgerät	952	2.9786369483844743	1907	3.280350693046006	
Endstation	1152	3.061452479087193	1193	3.076640443670342	
Geschütz	571	2.756636108245848	2626	3.4192947217534604	
Sportwagen	1045	3.019116290447073	1157	3.0633333589517497	
Austausch	28782	4.459120968849541	31971	4.504756220497207	
Unternehmung	2956	3.470704429722788	7342	3.865814380167968	
Rundgang	4451	3.6484575942825224	5357	3.7289216463728594	
Anlage	52082	4.716687653215402	85089	4.92987341968412	
Untersuchung	62570	4.796366154977521	111481	5.0472008557403525	
Spiegelbild	2692	3.4300750555519395	3081	3.4886916983169405	
Stärke	25772	4.411148122674309	25749	4.410760367244587	
Schnitt	14719	4.167878305298054	15048	4.177478782542322	
Schamane	606	2.782472624166286	1915	3.2821687783046416	
Geländewagen	1387	3.1420764610732848	1491	3.1734776434529945	
Gewässer	9154	3.9616109080912807	14466	4.160348460761098	
Unwetter	1812	3.2581581933407944	2207	3.343802333161655	
Möbel	6099	3.785258633357701	8072	3.906981153228854	
Schmunzeln	1389	3.1427022457376155	1386	3.141763230275788	
Fahne	5299	3.7241939195143297	10311	4.013300786856888	
Wetter	27938	4.446195313014636	29740	4.473340964185936	
Schock	8019	3.9041202134761996	8955	3.9520655901850503	
Sommertag	732	2.864511081058392	1513	3.179838928023187	
Pfiff	1034	3.0145205387579237	1857	3.2688119037397803	
Einschüchterung	1463	3.1652443261253107	1872	3.2723058444020863	
Wechsel	27332	4.436671412050649	29815	4.474434813681758	
Schwarm	1829	3.262213705476417	2391	3.378579576115775	
Salz	19795	4.2965555060882235	21193	4.326192438127772	
Voraussicht	1949	3.2898118391176214	1958	3.291812687467119	
Erfüllung	27142	4.433641846159436	27241	4.435223046211029	
Einsicht	18329	4.263138771218142	24474	4.388704955700739	
Besserung	7338	3.8655777074199293	7600	3.8808135922807914	
Skinhead	396	2.597695185925512	2178	3.3380578754197563	
Skorpion	829	2.9185545305502734	1418	3.151676230847048	
Wahnsinn	7172	3.855640280890145	8225	3.915135906622012	
Geschick	5550	3.7442929831226763	8016	3.9039577085231705	
Einzelzimmer	1173	3.0692980121155293	1389	3.1427022457376155	
August	93408	4.970384073307921	93853	4.972448159350782	
Kinn	2059	3.3136563466180315	2169	3.336259552014193	
Spanier	5270	3.7218106152125467	6274	3.7975445143617264	
Erdboden	3013	3.478999131673357	3167	3.500648063371912	
Spielball	1406	3.147985320683805	1508	3.178401341533755	
Spinner	1719	3.2352758766870524	1996	3.3001605369513523	
Pappe	2386	3.3776704393343233	2389	3.378216149749878	
Stadion	11612	4.064907027159636	12891	4.110286608403566	
Architekt	6988	3.8443528963108933	21347	4.329336850087424	
Videofilm	701	2.8457180179666586	1544	3.188647295999717	
Staatsbürger	5907	3.771366970857781	7045	3.847880997445375	
Gauner	1096	3.0398105541483504	1297	3.11293997608408	
Sack	5994	3.7777167386096258	8505	3.929674317948588	
Dorn	3077	3.4881274962474587	4486	3.651859269246949	
Stiefel	2846	3.4542348957482654	3684	3.566319621524811	
Tanz	11553	4.062694773342393	15751	4.197308131503102	
Existenz	39297	4.594359396859482	40669	4.609263493776084	
Streifzug	1137	3.0557604646877348	2062	3.314288660947498	
Rückschluß	318	2.5024271199844326	4460	3.649334858712142	
Weltanschauung	5346	3.7280289544205183	6804	3.8327643049405316	
Strick	1368	3.1360860973840974	1774	3.2489536154957075	
Strudel	1738	3.2400497721126476	1796	3.2543063323312857	
Sturz	9447	3.9752939153562066	10568	4.023992804606471	
Edelstein	776	2.8898617212581885	3381	3.529045170765769	
Ausbildung	97974	4.99111083942038	100002	5.00000868580278	
Brand	10651	4.02739038468497	14437	4.159476956474234	
Gästehaus	1087	3.0362295440862948	1459	3.1640552918934515	
Teenager	3434	3.5358002908248976	4235	3.626853414666726	
Verstand	14771	4.1694098981407	17589	4.2452411489044595	
Formel	11747	4.069926968752473	15944	4.202597285692431	
Siegel	4371	3.6405808064896528	5370	3.7299742856995555	
Kreis	41885	4.6220585197784185	65096	4.813554302987558	
Mumie	1165	3.0663259253620376	1912	3.2814878879400813	
Telegramm	899	2.9537596917332287	1377	3.1389339402569236	
Teufelskreis	3076	3.4879863311293935	3242	3.5108130105124964	
Geborgenheit	4849	3.6856521841155243	4860	3.6866362692622934	
Titel	79795	4.901975679064502	86660	4.937818684698356	
Löffel	3493	3.5431985856376467	3557	3.5510838651857806	
Knöchel	1162	3.065206128054312	1458	3.163757523981956	
Eintritt	20239	4.306189050400426	21479	4.3320140580055675	
Astronom	933	2.9698816437465	4379	3.6413749451921253	
Asteroid	476	2.677606952720493	2035	3.308564413561239	
Badezimmer	3076	3.4879863311293935	3362	3.526597709103452	
Umgang	66621	4.823611147286747	71468	4.854111628734478	
Richtige	5805	3.7638022240745928	5997	3.7779340488377793	
Fassung	24962	4.397279378853593	26905	4.429832996382513	
Verbundenheit	5355	3.7287594751678745	5370	3.7299742856995555	
Gesamtheit	9185	3.963079160641827	9200	3.963787827345555	
Muster	17873	4.252197455364876	21067	4.32360269525649	
Unternehmerverband	276	2.4409090820652177	1328	3.1231980750319988	
Studie	65896	4.818859052975628	65958	4.819267478353129	
Unwohlsein	1073	3.030599721965951	1152	3.061452479087193	
Verrückte	804	2.905256048748451	1926	3.2846562827885157	
Horror	3016	3.4794313371977363	3419	3.5338991007965945	
Konzert	18013	4.255586049018557	35616	4.551645142654614	
Niveau	32441	4.511094232955525	34055	4.532180884618628	
Vierte	1699	3.230193378869046	1687	3.2271150825891253	
Box	5252	3.7203247174174416	5321	3.7259932589247224	
Vorsatz	3968	3.598571663482141	5731	3.7582304084577496	
Segen	12661	4.1024680087880165	13204	4.120705515658274	
Erfolgserlebnis	790	2.8976270912904414	1741	3.240798771117331	
Stube	2322	3.3658622154025553	2811	3.4488608456074408	
Anwesende	485	2.6857417386022635	6084	3.7841892053809607	
Seil	3871	3.5878231713189552	5319	3.7258299903205803	
Weihnachtsbaum	1568	3.1953460583484197	2142	3.330819466495837	
Bonus	2797	3.4466924663715273	2859	3.456214155357989	
Kredit	7367	3.867290669854884	20484	4.311414767162359	
Saatgut	3324	3.5216610151120733	3685	3.56643749219507	
Äußere	1337	3.1261314072619846	3956	3.5972562829251418	
Ökonom	1284	3.1085650237328344	4776	3.6790643181213127	
Wettkampf	4928	3.692670699156369	8849	3.9468941951023266	
Handbuch	9375	3.9719712763997563	12103	4.08289303328818	
Schauspiel	5225	3.7180862947830917	6323	3.8009231818132183	
Winkel	9073	3.9577509108772793	9506	3.97799780995874	
Wrack	1443	3.159266331093494	1923	3.28397928423848	
Rock	12040	4.080626486921806	13933	4.14404463711095	
Rudel	1813	3.258397804095509	2315	3.364550995353972	
Eisbär	575	2.7596678446896306	1788	3.2523675144598987	
Krokodil	1013	3.0056094453602804	2294	3.360593413565249	
Belastung	26888	4.429558499461421	45312	4.656213231673656	
Einzelheit	600	2.778151250383644	15388	4.187182177634778	
Blatt	15213	4.182214865267536	33455	4.52446103421545	
Relation	4678	3.6700602174731345	6567	3.8173670162875943	
Konzern	11540	4.062205808819713	30210	4.480150725273281	
Rücksicht	16863	4.2269348400126	17639	4.246473960229344	
Kompromiß	2605	3.4158077276355434	17523	4.243608460959357	
Sonnenbrille	1529	3.1844074854123203	2104	3.3230457354817013	
Mitfahrer	963	2.9836262871245345	1099	3.0409976924234905	
Zirkus	4372	3.6406801532776654	4956	3.695131297704026	
Parade	2756	3.440279213235588	3794	3.5790973265526436	
Lebensweg	3541	3.5491259267581112	4691	3.6712654329471586	
Wache	4427	3.6461095219788477	4405	3.643945912748067	
Unterton	1165	3.0663259253620376	1643	3.215637563435062	
Ameise	878	2.9434945159061026	3619	3.5585885831081994	
Klebeband	1034	3.0145205387579237	1192	3.076276255404218	
Begeisterung	15250	4.183269843682805	15278	4.184066505691661	
Etage	4249	3.6282867310895144	6983	3.8440420420410164	
Kühlschrank	6997	3.8449118739121406	8364	3.9224140241456342	
Gefährlichkeit	3251	3.5120169694961265	3255	3.512550992904211	
Vollmond	1633	3.212986184736668	1821	3.26030994579492	
Vernachlässigung	3232	3.5094713521025485	3316	3.520614521878236	
Wohlfahrt	1810	3.2576785748691846	1817	3.2593549273080344	
Abwechslung	7474	3.873553093513619	7633	3.8826952623815973	
Sehenswürdigkeit	687	2.8369567370595505	6290	3.798650645445269	
Heimatstadt	5737	3.758684849882441	5814	3.764475027434409	
Ehre	18846	4.275219186782149	18847	4.2752422305559	
Hohn	2564	3.4089180208467798	2660	3.424881636631067	
Spott	3090	3.4899584794248346	3309	3.519696767159853	
Schnitzel	1348	3.129689892199301	1349	3.1300119496719043	
Eitelkeit	2199	3.3422252293607904	2922	3.465680211598278	
Extra	1609	3.2065560440990297	3824	3.5825178836040625	
Anwältin	1832	3.2629254693318317	2386	3.3776704393343233	
Handfläche	630	2.7993405494535817	1374	3.137986732723532	
Ventilator	693	2.8407332346118066	1173	3.0692980121155293	
Teig	7300	3.863322860120456	7689	3.8858698609039064	
Hilfsaktion	608	2.783903579272735	1129	3.052693941924968	
Orientierungslosigkeit	1140	3.0569048513364727	1141	3.0572856444182146	
Neptun	1275	3.105510184769974	1545	3.1889284837608534	
Juni	124551	5.095347218767254	124684	5.0958107264734425	
Fachhochschulreife	1467	3.166430113843283	1468	3.166726055580052	
Oktober	110074	5.041684748672062	110362	5.042819562241122	
Hocker	1489	3.1728946977521764	1578	3.1981069988734014	
Festland	4283	3.6317480743965693	4740	3.6757783416740852	
Zoll	5445	3.735997884091794	7788	3.8914259428479943	
Bezug	56074	4.748761537299956	77198	4.887606049037612	
Elternhaus	5556	3.744762237065578	6980	3.843855422623161	
Klinge	2237	3.34966598409663	2236	3.3494717992143856	
Zelle	11664	4.0668475109739	35383	4.548794652434945	
Meisterin	1120	3.0492180226701815	1320	3.12057393120585	
Einhalt	2858	3.4560622244549513	2871	3.458033192496506	
Beweis	28634	4.456882020623248	41806	4.621238616222225	
Motto	28410	4.453471233722936	28671	4.457442840728419	
Brett	5658	3.752662943120972	7893	3.8972421028053654	
Bucht	5435	3.7351995484223135	7021	3.846398973034675	
Antike	10013	4.000564216165376	9817	3.9919787909945836	
Labor	10434	4.018450832386356	13550	4.131939295210424	
Schaffner	973	2.988112840268352	1052	3.02201573981772	
Zucker	17480	4.242541428298384	17881	4.252391803181244	
Erleuchtung	2773	3.4429498695778618	2877	3.458939861890326	
Staub	10490	4.020775488193558	11034	4.0427329796217215	
Enge	4444	3.64777405026883	4109	3.6137361412618714	
Erschöpfung	3985	3.600428325732131	3993	3.601299310194338	
Kopfschmerz	767	2.884795363948981	8751	3.942057683841395	
Böschung	762	2.8819549713396007	1151	3.0610753236297916	
Autor	62859	4.7983674677102535	124365	5.094698174200663	
Geliebte	4156	3.6186755388851397	9131	3.960518342780708	
Wichtigste	6389	3.80543288813214	5201	3.716086853774832	
Alarm	3398	3.531223374533027	3660	3.5634810853944106	
Vorschule	850	2.929418925714293	1057	3.024074987307426	
Wasserfläche	786	2.895422546039408	1420	3.1522883443830567	
Vollendung	8200	3.9138138523837167	8211	3.9143960521297863	
Garde	1862	3.269979676645324	3748	3.5737995822157407	
Intoleranz	2808	3.4483971034577676	2815	3.449478399187365	
Objekt	19296	4.2854672904600575	47634	4.67791705232803	
Vernunft	20121	4.303649561060314	20146	4.304188829614843	
Mißbrauch	5624	3.7500453120117676	19923	4.299354734958507	
Erniedrigung	1733	3.238798562713917	2066	3.315130317183602	
Verleumdung	1892	3.276921132065774	2986	3.4750898033890065	
Heuchelei	2125	3.3273589343863303	2175	3.337459261290656	
Lüge	8315	3.919862253555538	8334	3.9208534961212593	
Kämpfer	8233	3.9155581154115207	9902	3.9957229219954655	
Aberglaube	1094	3.039017321997412	3091	3.490099005063305	
Unterdrückung	13098	4.117204986092783	13220	4.121231455149622	
Hierarchie	5246	3.7198282862543346	7756	3.8896378004066676	
Seltenheit	3389	3.5300715688373785	3505	3.5446880223026773	
Verachtung	3808	3.580696939712437	3819	3.581949658373318	
Vorurteil	3609	3.5573868820595074	18206	4.260214538395172	
Falsche	2035	3.308564413561239	2529	3.402948829344405	
Tip	3678	3.565611724902059	39653	4.598276050018283	
Kaffeemaschine	827	2.9175055095525466	1008	3.0034605321095067	
Amulett	1003	3.0013009330204183	1498	3.175511813363448	
Vorbereitung	37703	4.576375908073421	48069	4.681865087408462	
Herausforderung	26694	4.426413656131688	49339	4.693190342987463	
Rot	8418	3.9252089214120036	7872	3.896085085423285	
Wortwahl	2136	3.3296012483565187	2146	3.3316297176299323	
Außergewöhnliche	466	2.66838591669	1177	3.0707764628434346	
Herberge	1752	3.243534101832062	2164	3.3352572564345317	
Riese	2325	3.3664229572259727	6417	3.8073320392911905	
Entschuldigung	5804	3.7637274037656985	6716	3.827110687466011	
Coca	1078	3.03261876085072	1078	3.03261876085072	
Kostüm	2038	3.3092041796704077	6703	3.826269219393726	
Verfassung	46663	4.66897265648009	48310	4.68403703748652	
Fensterbank	809	2.9079485216122722	1031	3.0132586652835167	
Rückweg	4014	3.6035773681514667	4070	3.60959440922522	
Bushaltestelle	1785	3.251638220448212	2271	3.3562171342197353	
Socke	480	2.681241237375587	3915	3.592731766393962	
Wohnwagen	1734	3.2390490931401916	1821	3.26030994579492	
Kommando	6255	3.796227314029439	8386	3.9235548580675492	
Wurzel	6868	3.836830286488879	26334	4.420516831228617	
General	19720	4.294906910605192	26159	4.417621137863894	
Verteidigung	22771	4.357382103296111	22867	4.359209191764298	
Zustimmung	42598	4.629389209211784	42870	4.632153483510633	
Bereich	212098	5.326536573311191	317805	5.5021607256445755	
Erbe	13701	4.136752266326663	15844	4.1998648337322555	
Klage	34560	4.538573733806856	34572	4.538724504328038	
Oase	2508	3.399327532158679	3567	3.552303109338354	
Handwerk	12837	4.108463541203595	16322	4.212773373519913	
Kunst	88672	4.947786504102138	100397	5.001720735688369	
Malerei	10279	4.011950866059398	11145	4.047080072816256	
Staunen	3879	3.5887197796000567	4033	3.605628222007619	
Pfeife	3113	3.493179120682515	3114	3.4933186082321015	
Abzug	12658	4.102365091338528	14929	4.174030718038026	
Hilfskraft	902	2.9552065375419416	3113	3.493179120682515	
Betreuung	37738	4.576778880143176	38276	4.582926545910041	
Nebenwirkung	1247	3.0958664534785427	13515	4.130816050034745	
Stoffwechsel	4387	3.642167634404945	5157	3.712397131406715	
Eintragung	8706	3.9398186628213794	11466	4.059411937438656	
Januar	114360	5.058274146685951	114602	5.059192196875565	
Feder	6328	3.80126647048962	6316	3.8004421213362565	
Begleiter	7760	3.8898617212581885	8790	3.9439888750737717	
Shirt	627	2.7972675408307164	1174	3.0696680969115957	
Sekt	2654	3.4239009185284166	2693	3.4302363534115106	
Körperhaltung	1820	3.2600713879850747	2143	3.3310221710418286	
Geschirr	2964	3.4718781993072905	3220	3.507855871695831	
Gegenstand	40599	4.608515336537035	71496	4.8542817449266495	
Ausschau	3135	3.496237545166735	3161	3.49982449583958	
Waldboden	922	2.9647309210536292	1201	3.079543007402906	
Landsleute	3439	3.5364321758220134	4787	3.6800634274819486	
Miliz	1179	3.071513805095089	4360	3.639486489268586	
Reparatur	5113	3.708675792726537	8189	3.9132308711135604	
Abbildung	13894	4.142827294538336	22539	4.35293464355942	
Magazin	9820	3.99211148778695	17008	4.230653247179221	
Scheinwerfer	2106	3.3234583668494677	2722	3.434888120867316	
Bedienung	6683	3.824971461123693	6999	3.8450359935134153	
Hotelzimmer	2274	3.356790460351716	2721	3.4347285417797577	
Verkäufer	14306	4.155518220708411	17292	4.237845226861614	
Gesang	10681	4.02861191506623	14188	4.151921179799905	
Eigenschaft	12819	4.107854147536859	47126	4.673260578914094	
Zeitgenosse	1383	3.1408221801093106	9727	3.987978915875482	
Magier	4238	3.627160952374776	5065	3.704579449696299	
Ärger	12596	4.1002326519645065	12656	4.102296466153601	
Wertschätzung	5172	3.7136585162083566	5256	3.7206553565517244	
Bewilligung	4028	3.6050894618815805	4508	3.653983907374069	
Handschuh	701	2.8457180179666586	3863	3.5869247081448203	
Treppenhaus	2457	3.390405156480081	3182	3.502700175310563	
Weib	4624	3.665017825412473	8526	3.9307453283111133	
Kahn	3657	3.5631249603380444	4188	3.622006673006805	
Öffentlichkeitsarbeit	12381	4.092755723597079	12407	4.093666782227903	
Daumen	5865	3.768268016451548	6039	3.780965029608317	
Geldschein	452	2.655138434811382	1552	3.1908917169221698	
Zigarre	973	2.988112840268352	1997	3.3003780648707024	
Telefonbuch	1294	3.111934276332682	1744	3.2415464805965484	
Nachtisch	1125	3.0511525224473814	1177	3.0707764628434346	
Bischof	21616	4.334775331677956	33947	4.530801400383416	
Anhöhe	1079	3.0330214446829107	1309	3.116939646550756	
Saal	11335	4.054421524462536	15362	4.186447760774917	
Tribunal	2150	3.3324384599156054	3175	3.5017437296279947	
Papierkorb	1166	3.0666985504229953	1429	3.1550322287909704	
Fürst	5669	3.75350645699097	15027	4.176872286409177	
Liege	1237	3.0923696996291206	1041	3.017450729510536	
Interview	23498	4.3710308994663265	38256	4.5826995587717	
Anlauf	3859	3.5864747785713966	5019	3.700617195682057	
Bleibe	1331	3.124178055474675	1253	3.0979510709941502	
Butter	12012	4.0796153235269434	11982	4.078529315254346	
Spannweite	1363	3.1344958558346736	1364	3.13481437032046	
Auftritt	16224	4.210157937653242	25296	4.403051852588134	
Schulzeit	4968	3.6961815871685237	5276	3.7223047868743278	
Mission	19238	4.2841599203986815	25121	4.400036923514113	
Schlechte	2387	3.3778524190067545	2914	3.4644895474339714	
Pianist	1807	3.256958152560932	3265	3.5138831856110926	
Streckenabschnitt	831	2.919601023784111	1472	3.16790781000148	
Guru	1534	3.185825359612962	2375	3.3756636139608855	
Unfallort	1004	3.0017337128090005	1046	3.0195316845312554	
Steuermann	892	2.950364854376123	1006	3.0025979807199086	
Trockenheit	2444	3.3881012015705165	2465	3.391816923613249	
Gemälde	8357	3.922050402167174	11062	4.043833654133147	
Ganze	19872	4.298241578496486	37422	4.573126994434776	
Erdöl	4729	3.6747693140154265	5120	3.709269960975831	
Verzerrung	1224	3.0877814178095426	2653	3.423737249982329	
Verbindung	80554	4.906087110674494	101533	5.006607218491803	
Pakt	4195	3.622731965164719	6374	3.804412059137714	
Bagger	1446	3.160168292958512	1480	3.1702617153949575	
Baustelle	6001	3.7782236267660965	8870	3.9479236198317262	
Feigling	662	2.8208579894397	1124	3.0507663112330423	
